cnt,temp,hum,windspeed,workingday,season,rentals
6830,0.763333,0.645,0.164187,1,3,6830
6786,0.818333,0.505833,0.114429,1,3,6786
5713,0.793333,0.577083,0.137442,1,3,5713
6591,0.77,0.600417,0.165429,1,3,6591
5870,0.665833,0.844167,0.20896700000000001,1,3,5870
4459,0.595833,0.865417,0.2133,0,3,4459
7410,0.6675,0.7625,0.0939208,0,3,7410
6966,0.741667,0.694167,0.138683,1,3,6966
7592,0.750833,0.655,0.211454,1,3,7592
8173,0.724167,0.45,0.1648,1,3,8173
6861,0.776667,0.596667,0.284813,1,3,6861
6904,0.781667,0.594583,0.152992,1,3,6904
6685,0.755833,0.613333,0.15735,0,3,6685
6597,0.721667,0.62375,0.170396,0,3,6597
7105,0.730833,0.66875,0.153617,1,3,7105
7216,0.713333,0.704167,0.165425,1,3,7216
7580,0.7175,0.6775,0.141179,1,3,7580
7261,0.7525,0.659583,0.129354,1,3,7261
7175,0.765833,0.6425,0.215792,1,3,7175
6824,0.793333,0.613333,0.257458,0,3,6824
5464,0.769167,0.6525,0.290421,0,3,5464
7013,0.7525,0.654167,0.129354,1,3,7013
7273,0.735833,0.70375,0.116908,1,3,7273
7534,0.75,0.672917,0.1107,1,3,7534
7286,0.755833,0.620417,0.1561,1,3,7286
5786,0.715833,0.715833,0.238813,1,3,5786
6299,0.6925,0.732917,0.206479,0,3,6299
6544,0.700833,0.530417,0.122512,0,3,6544
6883,0.720833,0.545417,0.136212,1,3,6883
6784,0.726667,0.686667,0.169158,1,3,6784
7347,0.706667,0.619583,0.169771,1,3,7347
7605,0.719167,0.519167,0.141796,1,3,7605
7148,0.723333,0.570833,0.231354,1,3,7148
7865,0.678333,0.603333,0.177867,0,3,7865
4549,0.635833,0.711667,0.08645,0,3,4549
6530,0.635833,0.734167,0.129979,1,3,6530
7006,0.649167,0.67375,0.0727708,1,3,7006
7375,0.6675,0.677083,0.0702833,1,3,7375
7765,0.695833,0.635833,0.0845958,1,3,7765
7582,0.7025,0.615,0.0721458,1,3,7582
6053,0.661667,0.712917,0.244408,0,3,6053
5255,0.653333,0.845833,0.228858,0,3,5255
6917,0.703333,0.730417,0.128733,1,3,6917
7040,0.728333,0.62,0.190925,1,3,7040
7697,0.685,0.552083,0.112562,1,3,7697
7713,0.706667,0.590417,0.0771167,1,3,7713
7350,0.764167,0.5875,0.168533,1,3,7350
6140,0.753333,0.638333,0.113187,0,3,6140
5810,0.696667,0.815,0.0640708,0,3,5810
6034,0.7075,0.790833,0.151121,0,3,6034
6864,0.725833,0.755,0.236321,1,3,6864
7112,0.736667,0.74125,0.187808,1,3,7112
6203,0.696667,0.810417,0.142421,1,3,6203
7504,0.703333,0.73625,0.171646,1,3,7504
5976,0.659167,0.799167,0.281104,0,3,5976
8227,0.61,0.5475,0.224496,0,3,8227
7525,0.583333,0.50375,0.258713,1,3,7525
7767,0.5775,0.52,0.0920542,1,3,7767
7870,0.599167,0.577083,0.131846,1,3,7870
7804,0.6125,0.637083,0.0827208,1,3,7804
8009,0.633333,0.6725,0.103863,1,3,8009
8714,0.608333,0.501667,0.247521,0,3,8714
7333,0.58,0.57,0.0901833,0,3,7333
6869,0.580833,0.734583,0.151742,1,3,6869
4073,0.623333,0.8725,0.357587,1,3,4073
7591,0.5525,0.536667,0.215175,1,3,7591
7720,0.546667,0.618333,0.118167,1,3,7720
8167,0.599167,0.66875,0.154229,1,3,8167
8395,0.65,0.646667,0.283583,0,3,8395
7907,0.529167,0.467083,0.223258,0,4,7907
7436,0.514167,0.492917,0.142404,1,4,7436
7538,0.55,0.57,0.236321,1,4,7538
7733,0.635,0.630833,0.2444,1,4,7733
7393,0.65,0.690833,0.134342,1,4,7393
7415,0.619167,0.69,0.164179,1,4,7415
8555,0.5425,0.542917,0.227604,0,4,8555
6889,0.526667,0.583333,0.134958,0,4,6889
6778,0.520833,0.649167,0.0908042,1,4,6778
4639,0.590833,0.871667,0.104475,1,4,4639
7572,0.6575,0.79375,0.0665458,1,4,7572
7328,0.6575,0.722917,0.117546,1,4,7328
8156,0.615,0.6275,0.10635,1,4,8156
7965,0.554167,0.664167,0.268025,0,4,7965
3510,0.415833,0.708333,0.141162,0,4,3510
5478,0.383333,0.709583,0.189679,0,4,5478
6392,0.446667,0.761667,0.1903,1,4,6392
7691,0.514167,0.630833,0.187821,1,4,7691
7570,0.435,0.463333,0.181596,1,4,7570
7282,0.4375,0.539167,0.235092,1,4,7282
7109,0.393333,0.494583,0.146142,0,4,7109
6639,0.521667,0.640417,0.278612,0,4,6639
5875,0.561667,0.7075,0.296037,1,4,5875
7534,0.468333,0.558333,0.182221,1,4,7534
7461,0.455833,0.692917,0.101371,1,4,7461
7509,0.5225,0.728333,0.236937,1,4,7509
5424,0.563333,0.815,0.134954,1,4,5424
8090,0.484167,0.572917,0.117537,0,4,8090
6824,0.464167,0.51,0.166054,0,4,6824
7058,0.4875,0.568333,0.0814833,1,4,7058
7466,0.544167,0.641667,0.0945458,1,4,7466
7693,0.5875,0.63625,0.0727792,1,4,7693
7359,0.55,0.800417,0.124375,1,4,7359
7444,0.545833,0.807083,0.132467,1,4,7444
7852,0.53,0.72,0.235692,0,4,7852
4459,0.4775,0.694583,0.398008,0,4,4459
22,0.44,0.88,0.3582,1,4,22
1096,0.318182,0.825455,0.213009,1,4,1096
5566,0.3575,0.666667,0.166667,1,4,5566
5986,0.365833,0.581667,0.157346,1,4,5986
5847,0.355,0.522083,0.266175,1,4,5847
5138,0.343333,0.49125,0.270529,0,4,5138
5107,0.325833,0.532917,0.179108,0,4,5107
5259,0.319167,0.494167,0.236325,1,4,5259
5686,0.280833,0.567083,0.173513,1,4,5686
5035,0.295833,0.5475,0.304108,1,4,5035
5315,0.352174,0.333478,0.347835,1,4,5315
5992,0.361667,0.540833,0.214558,1,4,5992
6536,0.389167,0.645417,0.0578458,0,4,6536
6852,0.420833,0.659167,0.1275,0,4,6852
6269,0.485,0.741667,0.173517,0,4,6269
4094,0.343333,0.662917,0.342046,1,4,4094
5495,0.289167,0.552083,0.199625,1,4,5495
5445,0.321667,0.620417,0.152987,1,4,5445
5698,0.345,0.524583,0.171025,1,4,5698
5629,0.325,0.545417,0.179729,0,4,5629
4669,0.3425,0.692917,0.227612,0,4,4669
5499,0.380833,0.623333,0.235067,1,4,5499
5634,0.374167,0.685,0.082725,1,4,5634
5146,0.353333,0.61375,0.103246,1,4,5146
2425,0.34,0.580417,0.0528708,0,4,2425
3910,0.368333,0.56875,0.148021,1,4,3910
2277,0.278333,0.404583,0.376871,0,4,2277
2424,0.245833,0.468333,0.1505,0,4,2424
5087,0.313333,0.535417,0.04665,1,4,5087
3959,0.291667,0.786667,0.237562,1,4,3959
5260,0.296667,0.50625,0.210821,1,4,5260
5323,0.28087,0.555652,0.115522,1,4,5323
5668,0.298333,0.649583,0.0584708,1,4,5668
5191,0.298333,0.806667,0.0597042,0,4,5191
4649,0.3475,0.823333,0.124379,0,4,4649
6234,0.4525,0.7675,0.0827208,1,4,6234
6606,0.475833,0.73375,0.174129,1,4,6606
5729,0.438333,0.485,0.324021,1,4,5729
5375,0.255833,0.50875,0.174754,1,4,5375
5008,0.320833,0.764167,0.1306,1,4,5008
5582,0.381667,0.91125,0.101379,0,4,5582
3228,0.384167,0.905417,0.157975,0,4,3228
5170,0.435833,0.925,0.190308,1,4,5170
5501,0.353333,0.596667,0.296037,1,4,5501
5319,0.2975,0.538333,0.162937,1,4,5319
5532,0.295833,0.485833,0.174129,1,4,5532
5611,0.281667,0.642917,0.131229,1,4,5611
5047,0.324167,0.650417,0.10635,0,4,5047
3786,0.3625,0.83875,0.100742,0,4,3786
4585,0.393333,0.907083,0.0982583,1,4,4585
5557,0.410833,0.66625,0.221404,1,4,5557
5267,0.3325,0.625417,0.184092,1,4,5267
4128,0.33,0.667917,0.132463,1,4,4128
3623,0.326667,0.556667,0.374383,1,1,3623
1749,0.265833,0.44125,0.407346,0,1,1749
1787,0.245833,0.515417,0.133083,0,1,1787
920,0.231304,0.791304,0.0772304,1,1,920
1013,0.291304,0.734783,0.168726,0,1,1013
441,0.243333,0.823333,0.316546,1,1,441
2114,0.254167,0.652917,0.350133,1,1,2114
3095,0.253333,0.59,0.155471,1,1,3095
1341,0.253333,0.752917,0.124383,0,1,1341
1796,0.255833,0.483333,0.350754,0,1,1796
2729,0.215833,0.5775,0.154846,1,1,2729
